data_type,category_code,food_category,carbs_total,calories,fiber,protein,fat_total,sugars_total,sodium
0.0,0.0,0.0,1.1898813011308293,0.5854190433550036,1.8579487754335016,0.8926388965957334,-0.7193880278734184,-0.4901343027742304,-0.35216027609022105
0.0,0.0,0.0,-0.368923714634169,-0.8688456762822014,-0.1801009766583293,-0.8109262452170376,-0.7193880278734184,0.046969890813866814,-0.35216027609022105
0.0,0.0,0.0,0.3139396038314306,0.2557254889030907,-0.13157598256090478,0.39519787518640415,-0.038962670472582554,-0.3163364192914275,0.20619139265695074
0.0,0.0,0.0,0.7887732137271022,-0.11913156615867335,-0.5683009294377257,-0.5587986042287475,-0.7193880278734184,1.47368358968682,-0.35216027609022105
0.0,0.0,0.0,-0.0814972895344546,-0.5527011720132439,-0.5683009294377257,-0.2941781522004971,-0.7193880278734184,0.3654356923746338,0.3741167065658746
0.0,0.0,0.0,1.3149053515105256,0.4228304411595397,0.1595739820236425,-0.4668060865708578,-0.7193880278734184,0.8982849471957322,-0.09607417237911219
0.0,0.0,0.0,-0.5217881721087256,-0.8959437766481121,0.013998999731368839,-0.5383558225269943,-0.6957210589203457,-0.46395006420808305,-0.2765938848312053
0.0,0.0,0.0,0.8032089803688817,0.020875285731865034,0.03826149678008113,-0.8109262452170376,-0.7193880278734184,1.3100320986483989,-0.35216027609022105
0.0,0.0,0.0,-0.6509367272432162,-0.5843156224401396,-0.44698844419416434,-0.12268592792467817,-0.18155615841484468,-0.4403842494985505,-0.033102179663265736
0.0,0.0,0.0,0.6926206966309646,1.1996426516489784,0.30514896431591615,-0.4054777414655981,1.1822529275059612,1.0295334430085457,-0.05409284390188122
0.0,0.0,0.0,-0.6318608927522935,-0.8598129761602312,-0.5683009294377257,0.3247838493248097,-0.7193880278734184,-0.25022121691190546,0.06765300868208857
0.0,0.0,0.0,-0.5168903227124076,-0.8598129761602312,0.5477739348030388,-0.2884996017277879,-0.7193880278734184,-0.33957493101888325,-0.35216027609022105
0.0,0.0,0.0,1.705444395480093,0.6621969943917505,-0.5683009294377257,-0.8109262452170376,-0.7193880278734184,2.237281446872091,-0.35216027609022105
0.0,0.0,0.0,0.3361088168884489,0.2602418389640758,-0.5683009294377257,-0.2782782108769111,0.1125059308270818,-0.4901343027742304,-0.35216027609022105
0.0,0.0,0.0,0.8769345028608263,0.5854190433550036,2.4645112016513084,0.40541926603728096,-0.0857049341549008,-0.3732871381727979,-0.35216027609022105
0.0,0.0,0.0,-0.12970243885611077,0.04345703603679058,-0.15583847960961705,0.3440909209320211,0.0829222196357411,-0.40699934532671256,0.18100259557061216
0.0,0.0,0.0,-0.4759030567116411,-0.8372312258553056,0.9359738875824353,-0.19991421435352374,-0.7193880278734184,-0.4649319731543136,-0.25560322059258983
0.0,0.0,0.0,-0.632892018940992,-1.058532378843576,-0.2286259707557539,-0.8109262452170376,-0.7193880278734184,-0.23287415886183283,-0.3101789476129901
0.0,0.0,0.0,-0.3083450510481306,-0.7965840753064397,-0.5683009294377257,-0.8109262452170376,-0.7193880278734184,0.22600462200989918,-0.35216027609022105
0.0,0.0,0.0,0.6005926842896211,1.0370540494535145,1.1543363610208457,-2.9237714158650644e-05,0.759797531693616,-0.4901343027742304,-0.05409284390188122
0.0,0.0,0.0,0.5085646719482775,0.8744654472580506,0.30514896431591615,-2.9237714158650644e-05,0.9710252295997887,-0.4901343027742304,-0.35216027609022105
0.0,0.0,0.0,-0.3163362790105441,-0.5120540214643778,-0.2771509648531784,-0.09883601593929937,-0.4176341737217434,-0.24629358112698332,-0.25140508774486675
0.0,0.0,0.0,-0.1358891959883019,1.3577149037834573,2.0277862547744876,1.622900487386141,2.027755393354478,-0.25643997357136544,0.09703993861615023
0.0,0.0,0.0,1.1254359143371713,0.47251029183037596,1.2513863492156947,0.3247838493248097,-0.4235509159600115,0.2462974068986634,-0.24720695489714364
0.0,0.0,0.0,-0.7004307843007455,-0.6204464229280204,-0.15583847960961705,-0.05340761215762544,-0.02890420866752673,-0.43547470476739786,-0.0708853752927736
0.0,0.0,0.0,-0.32561641470883085,-0.26365476811019684,-0.5683009294377257,-0.8109262452170376,0.08765561342635562,0.10490251864146778,-0.35216027609022105
0.0,0.0,0.0,-0.3696970592756929,-0.6204464229280204,-0.058788491414767934,-0.10451456641200858,-0.5229521855629162,-0.3543035652123411,-0.23041442350625124
0.0,0.0,0.0,-0.27096672670780897,-0.8191658256113652,0.2323614731697793,-0.6848624247228925,-0.7193880278734184,0.019149137337335285,-0.2598013534403129
0.0,0.0,0.0,0.37735386443638985,1.1047993003682912,0.9117113905337229,0.5655543893676812,1.252662160141352,0.4024209293493169,-0.22621629065852816
0.0,0.0,0.0,1.3662038793982776,0.32347073981786734,-0.5683009294377257,-0.8109262452170376,-0.7193880278734184,1.3185419761823969,-0.35216027609022105
0.0,0.0,0.0,1.104040045921677,0.13378403725649277,-0.5683009294377257,-0.4327347837346024,-0.7193880278734184,0.8190776255331365,-0.35216027609022105
0.0,0.0,0.0,0.039660037637622395,0.09765323676861189,-0.20436347370704158,0.7620322357234208,-0.08215488881193998,-0.38932498429456314,0.5504382861702446
0.0,0.0,0.0,-0.8416950721524438,-0.7920677252454545,-0.5683009294377257,1.3526014848851815,-0.6134783418084186,-0.4901343027742304,-0.35216027609022105
0.0,0.0,0.0,-0.013185179533177226,-0.16881141682950954,-0.5683009294377257,-0.8109262452170376,-0.12771380404660462,0.6007665364878829,-0.35216027609022105
0.0,0.0,0.0,0.7452081322545895,0.28282358926900136,3.2409111072101013,1.6388004287097269,-0.6614039539383906,-0.42598291828716944,0.1432193999411043
0.0,0.0,0.0,-0.8509752078507304,-1.2120882809170697,-0.5683009294377257,-0.8109262452170376,-0.7193880278734184,-0.47638757752700306,-0.3353677446993287
